measure,sex,age group,age units,disease,aliases,prevalence
Prevalence,Female,40-44 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Female,45-49 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.02%
Prevalence,Female,50-54 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.02%
Prevalence,Female,55-59 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.03%
Prevalence,Female,60-64 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.04%
Prevalence,Female,65-69 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.07%
Prevalence,Female,70-74 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.09%
Prevalence,Female,75-79 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.12%
Prevalence,Female,80-84 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.17%
Prevalence,Female,85-89 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.24%
Prevalence,Female,90-94 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.32%
Prevalence,Female,95+ years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.39%
Prevalence,Male,0-6 days,D,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.05%
Prevalence,Male,7-27 days,D,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.11%
Prevalence,Male,1-5 months,M,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.14%
Prevalence,Male,6-11 months,M,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.09%
Prevalence,Male,12-23 months,M,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.04%
Prevalence,Male,2-4 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.02%
Prevalence,Male,5-9 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,10-14 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,15-19 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,20-24 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,25-29 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,30-34 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,35-39 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,40-44 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,45-49 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.01%
Prevalence,Male,50-54 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.02%
Prevalence,Male,55-59 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.03%
Prevalence,Male,60-64 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.04%
Prevalence,Male,65-69 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.07%
Prevalence,Male,70-74 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.10%
Prevalence,Male,75-79 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.14%
Prevalence,Male,80-84 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.20%
Prevalence,Male,85-89 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.31%
Prevalence,Male,90-94 years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.42%
Prevalence,Male,95+ years,Y,Lower respiratory infections,"LRI, pneumonia, bronchitis, bronchiolitis",0.52%
Prevalence,Female,0-6 days,D,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",8.00%
Prevalence,Female,7-27 days,D,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",15.89%
Prevalence,Female,1-5 months,M,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",18.39%
Prevalence,Female,6-11 months,M,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",17.07%
Prevalence,Female,12-23 months,M,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",15.15%
Prevalence,Female,2-4 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",9.91%
Prevalence,Female,5-9 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",6.51%
Prevalence,Female,10-14 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",4.52%
Prevalence,Female,15-19 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",4.24%
Prevalence,Female,20-24 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",4.26%
Prevalence,Female,25-29 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",4.03%
Prevalence,Female,30-34 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.90%
Prevalence,Female,35-39 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.85%
Prevalence,Female,40-44 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.60%
Prevalence,Female,45-49 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.42%
Prevalence,Female,50-54 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.48%
Prevalence,Female,55-59 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.53%
Prevalence,Female,60-64 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.23%
Prevalence,Female,65-69 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.88%
Prevalence,Female,70-74 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.64%
Prevalence,Female,75-79 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.29%
Prevalence,Female,80-84 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.07%
Prevalence,Female,85-89 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.06%
Prevalence,Female,90-94 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.05%
Prevalence,Female,95+ years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.03%
Prevalence,Male,0-6 days,D,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",10.35%
Prevalence,Male,7-27 days,D,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",17.89%
Prevalence,Male,1-5 months,M,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",21.33%
Prevalence,Male,6-11 months,M,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",19.57%
Prevalence,Male,12-23 months,M,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",16.77%
Prevalence,Male,2-4 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",10.16%
Prevalence,Male,5-9 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",6.51%
Prevalence,Male,10-14 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",4.27%
Prevalence,Male,15-19 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.74%
Prevalence,Male,20-24 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.73%
Prevalence,Male,25-29 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.57%
Prevalence,Male,30-34 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.36%
Prevalence,Male,35-39 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.30%
Prevalence,Male,40-44 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.18%
Prevalence,Male,45-49 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.94%
Prevalence,Male,50-54 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.98%
Prevalence,Male,55-59 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",3.06%
Prevalence,Male,60-64 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.91%
Prevalence,Male,65-69 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.74%
Prevalence,Male,70-74 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.68%
Prevalence,Male,75-79 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.64%
Prevalence,Male,80-84 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.40%
Prevalence,Male,85-89 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.11%
Prevalence,Male,90-94 years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.00%
Prevalence,Male,95+ years,Y,Upper respiratory infections,"URI, common cold, sinusitis, pharyngitis, laryngitis",2.01%
Prevalence,Female,0-6 days,D,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.33%
Prevalence,Female,7-27 days,D,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",1.13%
Prevalence,Female,1-5 months,M,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",2.30%
Prevalence,Female,6-11 months,M,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",3.19%
Prevalence,Female,12-23 months,M,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",4.05%
Prevalence,Female,2-4 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",3.17%
Prevalence,Female,5-9 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",2.02%
Prevalence,Female,10-14 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",1.20%
Prevalence,Female,15-19 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",1.00%
Prevalence,Female,20-24 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.64%
Prevalence,Female,25-29 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.54%
Prevalence,Female,30-34 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.49%
Prevalence,Female,35-39 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.48%
Prevalence,Female,40-44 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.52%
Prevalence,Female,45-49 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.63%
Prevalence,Female,50-54 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.70%
Prevalence,Female,55-59 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.61%
Prevalence,Female,60-64 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.49%
Prevalence,Female,65-69 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.41%
Prevalence,Female,70-74 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.36%
Prevalence,Female,75-79 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.34%
Prevalence,Female,80-84 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.35%
Prevalence,Female,85-89 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.42%
Prevalence,Female,90-94 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.51%
Prevalence,Female,95+ years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.63%
Prevalence,Male,0-6 days,D,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.42%
Prevalence,Male,7-27 days,D,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",1.24%
Prevalence,Male,1-5 months,M,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",2.84%
Prevalence,Male,6-11 months,M,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",4.19%
Prevalence,Male,12-23 months,M,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",5.06%
Prevalence,Male,2-4 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",3.65%
Prevalence,Male,5-9 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",2.31%
Prevalence,Male,10-14 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",1.39%
Prevalence,Male,15-19 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",1.10%
Prevalence,Male,20-24 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.67%
Prevalence,Male,25-29 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.57%
Prevalence,Male,30-34 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.52%
Prevalence,Male,35-39 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.52%
Prevalence,Male,40-44 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.54%
Prevalence,Male,45-49 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.62%
Prevalence,Male,50-54 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.68%
Prevalence,Male,55-59 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.61%
Prevalence,Male,60-64 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.54%
Prevalence,Male,65-69 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.52%
Prevalence,Male,70-74 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.51%
Prevalence,Male,75-79 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.52%
Prevalence,Male,80-84 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.55%
Prevalence,Male,85-89 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.64%
Prevalence,Male,90-94 years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.75%
Prevalence,Male,95+ years,Y,Otitis media,"Middle ear infection, ear infection, acute otitis media (AOM), otitis media with effusion (OME)",0.83%
Prevalence,Female,0-6 days,D,Meningitis,"Inflammation of the meninges, bacterial meningitis, viral meningitis, fungal meningitis, meningococcal meningitis, pneumococcal meningitis, Haemophilus influenzae meningitis",0.00%
Prevalence,Female,7-27 days,D,Meningitis,"Inflammation of the meninges, bacterial meningitis, viral meningitis, fungal meningitis, meningococcal meningitis, pneumococcal meningitis, Haemophilus influenzae meningitis",0.00%
